0.0381468572,0.0582690127,0.5671107769,-0.0170503762,0.0821448416,0.1125891581,0.9900935292,-0.2223508209,-0.3389999866,-1.1040854454,-1.7400000095,-2.2699999809,-0.9615913630,-0.5696296096,1.1358511448,-2.2433280945,0.4661951959,-0.2567394674,0.2282305062,0.2721075118,0.0645500943,0.1162274778,-0.1528118402,-0.0473205559,-0.4690396190,-0.4903875887,0.1864959896,0.2750331759,0.3429999948
0.0381468572,0.0582690127,0.5671107769,-0.0170503762,0.0821448416,0.1125891581,0.9900935292,-0.2223508209,-0.3389999866,-1.1040854454,-1.7400000095,-2.2699999809,-0.9615913630,-0.5696296096,1.1358511448,-2.2433280945,0.4661951959,-0.2567394674,0.2282305062,0.2721075118,0.0645500943,0.1162274778,-0.1528118402,-0.0473205559,-0.4690396190,-0.4903875887,0.1864959896,0.2750331759,0.3429999948
0.0381468572,0.0582690127,0.5671107769,-0.0170503762,0.0821448416,0.1125891581,0.9900935292,-0.2223508209,-0.3389999866,-1.1040854454,-1.7400000095,-2.2699999809,-0.9615913630,-0.5696296096,1.1358511448,-2.2433280945,0.4661951959,-0.2567394674,0.2282305062,0.2721075118,0.0645500943,0.1162274778,-0.1528118402,-0.0473205559,-0.4690396190,-0.4903875887,0.1864959896,0.2750331759,0.3429999948
0.0381468572,0.0582690127,0.5671107769,-0.0170503762,0.0821448416,0.1125891581,0.9900935292,-0.2223508209,-0.3389999866,-1.1040854454,-1.7400000095,-2.2699999809,-0.9615913630,-0.5696296096,1.1358511448,-2.2433280945,0.4661951959,-0.2567394674,0.2282305062,0.2721075118,0.0645500943,0.1162274778,-0.1528118402,-0.0473205559,-0.4690396190,-0.4903875887,0.1864959896,0.2750331759,0.3429999948
0.0381468572,0.0582690127,0.5671107769,-0.0170503762,0.0821448416,0.1125891581,0.9900935292,-0.2223508209,-0.3389999866,-1.1040854454,-1.7400000095,-2.2699999809,-0.9615913630,-0.5696296096,1.1358511448,-2.2433280945,0.4661951959,-0.2567394674,0.2282305062,0.2721075118,0.0645500943,0.1162274778,-0.1528118402,-0.0473205559,-0.4690396190,-0.4903875887,0.1864959896,0.2750331759,0.3429999948
0.0381468572,0.0582690127,0.5671107769,-0.0170503762,0.0821448416,0.1125891581,0.9900935292,-0.2223508209,-0.3389999866,-1.1040854454,-1.7400000095,-2.2699999809,-0.9615913630,-0.5696296096,1.1358511448,-2.2433280945,0.4661951959,-0.2567394674,0.2282305062,0.2721075118,0.0645500943,0.1162274778,-0.1528118402,-0.0473205559,-0.4690396190,-0.4903875887,0.1864959896,0.2750331759,0.3429999948
0.0381468572,0.0582690127,0.5671107769,-0.0170503762,0.0821448416,0.1125891581,0.9900935292,-0.2223508209,-0.3389999866,-1.1040854454,-1.7400000095,-2.2699999809,-0.9615913630,-0.5696296096,1.1358511448,-2.2433280945,0.4661951959,-0.2567394674,0.2282305062,0.2721075118,0.0645500943,0.1162274778,-0.1528118402,-0.0473205559,-0.4690396190,-0.4903875887,0.1864959896,0.2750331759,0.3429999948
0.0381468572,0.0582690127,0.5671107769,-0.0170503762,0.0821448416,0.1125891581,0.9900935292,-0.2223508209,-0.3389999866,-1.1040854454,-1.7400000095,-2.2699999809,-0.9615913630,-0.5696296096,1.1358511448,-2.2433280945,0.4661951959,-0.2567394674,0.2282305062,0.2721075118,0.0645500943,0.1162274778,-0.1528118402,-0.0473205559,-0.4690396190,-0.4903875887,0.1864959896,0.2750331759,0.3429999948
0.0381468572,0.0582690127,0.5671107769,-0.0170503762,0.0821448416,0.1125891581,0.9900935292,-0.2223508209,-0.3389999866,-1.1040854454,-1.7400000095,-2.2699999809,-0.9615913630,-0.5696296096,1.1358511448,-2.2433280945,0.4661951959,-0.2567394674,0.2282305062,0.2721075118,0.0645500943,0.1162274778,-0.1528118402,-0.0473205559,-0.4690396190,-0.4903875887,0.1864959896,0.2750331759,0.3429999948
0.0381468572,0.0582690127,0.5671107769,-0.0170503762,0.0821448416,0.1125891581,0.9900935292,-0.2223508209,-0.3389999866,-1.1040854454,-1.7400000095,-2.2699999809,-0.9615913630,-0.5696296096,1.1358511448,-2.2433280945,0.4661951959,-0.2567394674,0.2282305062,0.2721075118,0.0645500943,0.1162274778,-0.1528118402,-0.0473205559,-0.4690396190,-0.4903875887,0.1864959896,0.2750331759,0.3429999948
0.0381468572,0.0582690127,0.5671107769,-0.0170503762,0.0821448416,0.1125891581,0.9900935292,-0.2223508209,-0.3389999866,-1.1040854454,-1.7400000095,-2.2699999809,-0.9615913630,-0.5696296096,1.1358511448,-2.2433280945,0.4661951959,-0.2567394674,0.2282305062,0.2721075118,0.0645500943,0.1162274778,-0.1528118402,-0.0473205559,-0.4690396190,-0.4903875887,0.1864959896,0.2750331759,0.3429999948
0.0381468572,0.0582690127,0.5671107769,-0.0170503762,0.0821448416,0.1125891581,0.9900935292,-0.2223508209,-0.3389999866,-1.1040854454,-1.7400000095,-2.2699999809,-0.9615913630,-0.5696296096,1.1358511448,-2.2433280945,0.4661951959,-0.2567394674,0.2282305062,0.2721075118,0.0645500943,0.1162274778,-0.1528118402,-0.0473205559,-0.4690396190,-0.4903875887,0.1864959896,0.2750331759,0.3429999948
